SPACE_POINTS_X
50,54.4485,58.5443,62.3192,65.8023,69.0206,71.9991,74.7607,77.327,79.7177,81.9513,84.0452,86.0156,87.8777,89.646,91.3341,92.955,94.5215,96.0455,97.5389,99.0132,100.48,101.95,103.436,104.948,106.498,108.099,109.763,111.502,113.33,115.261,117.311,119.494,121.829,124.332,127.024,129.925,133.058,136.446,140.117,144.099,148.422,153.12,158.229,163.789,169.843,176.437,183.624,191.458,200
SPACE_POINTS_Y
0,0.0028406,0.00572086,0.00868098,0.0117623,0.0150078,0.0184628,0.0221756,0.0261979,0.030586,0.035401,0.0407102,0.0465878,0.0531157,0.0603851,0.0684975,0.0775661,0.0877175,0.0990935,0.111853,0.126174,0.142256,0.160324,0.18063,0.203458,0.229126,0.257992,0.290461,0.326984,0.368071,0.414297,0.466307,0.524826,0.590672,0.664764,0.748135,0.841951,0.94752,1.06632,1.2
VALUES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0193e-25,8.14019e-25,8.53101e-25,9.28957e-25,1.05951e-24,1.28103e-24,1.66843e-24,2.39181e-24,3.88694e-24,7.43308e-24,1.75264e-23,5.36677e-23,2.22332e-22,1.25361e-21,9.23776e-21,8.31254e-20,8.54042e-19,9.50186e-18,1.10155e-16,1.29417e-15,1.5093e-14,1.71927e-13,1.88762e-12,1.97465e-11,1.94765e-10,1.79345e-09,1.52683e-08,1.18998e-07,8.4057e-07,5.3257e-06,2.99504e-05,0.000147997,0.000637163,0.00238761,0.00810909,0.0304789,0.170642,1.16808,7.25383,54.4485
8.46132e-23,8.5854e-23,8.98446e-23,9.75498e-23,1.10701e-22,1.32763e-22,1.70746e-22,2.40081e-22,3.78816e-22,6.92572e-22,1.52513e-21,4.21963e-21,1.51838e-20,7.18881e-20,4.37738e-19,3.26157e-18,2.80752e-17,2.65366e-16,2.64628e-15,2.70102e-14,2.75702e-13,2.76313e-12,2.67787e-11,2.47675e-10,2.16003e-09,1.75645e-08,1.31714e-07,9.00962e-07,5.56102e-06,3.06436e-05,0.000149265,0.00063735,0.00237211,0.00768648,0.0220385,0.0630234,0.265402,1.71624,10.2748,58.5443
7.27065e-21,7.37398e-21,7.70484e-21,8.33983e-21,9.41519e-21,1.11991e-20,1.42235e-20,1.9625e-20,3.01076e-20,5.27992e-20,1.09363e-19,2.77074e-19,8.83973e-19,3.59831e-18,1.84658e-17,1.15297e-16,8.35629e-16,6.7128e-15,5.74582e-14,5.07733e-13,4.51697e-12,3.96431e-11,3.3743e-10,2.74436e-09,2.10399e-08,1.50135e-07,9.84975e-07,5.87032e-06,3.14196e-05,0.00014941,0.000625622,0.00229262,0.00733756,0.0205686,0.0511193,0.12028,0.373193,2.0916,12.4189,62.3192
5.13082e-19,5.20126e-19,5.42555e-19,5.85369e-19,6.57311e-19,7.75312e-19,9.72381e-19,1.31695e-18,1.96636e-18,3.31579e-18,6.49351e-18,1.52098e-17,4.36698e-17,1.55699e-16,6.85421e-16,3.63277e-15,2.23275e-14,1.52813e-13,1.12201e-12,8.56126e-12,6.61292e-11,5.05894e-10,3.76204e-09,2.67512e-08,1.79177e-07,1.1147e-06,6.35568e-06,3.27926e-05,0.000151348,0.000618668,0.00222443,0.00701489,0.0194419,0.0476744,0.104779,0.214958,0.524666,2.4234,14.0546,65.8023
2.99271e-17,3.03219e-17,3.15736e-17,3.39482e-17,3.79076e-17,4.43308e-17,5.48972e-17,7.29917e-17,1.06148e-16,1.72427e-16,3.20477e-16,6.98888e-16,1.82582e-15,5.78386e-15,2.21702e-14,1.00991e-13,5.30705e-13,3.10741e-12,1.9588e-11,1.28884e-10,8.61815e-10,5.72371e-09,3.70076e-08,2.28834e-07,1.33125e-06,7.17736e-06,3.53593e-05,0.000157146,0.000623251,0.00218818,0.00677464,0.0185141,0.0449233,0.097705,0.193074,0.356724,0.73273,2.7699,15.3907,69.0206
1.44977e-15,1.46806e-15,1.52575e-15,1.63461e-15,1.81464e-15,2.10346e-15,2.57149e-15,3.35674e-15,4.75677e-15,7.4534e-15,1.31853e-14,2.69097e-14,6.44934e-14,1.83519e-13,6.19981e-13,2.45433e-12,1.11189e-11,5.59728e-11,3.03518e-10,1.72141e-09,9.94355e-09,5.71395e-08,3.19849e-07,1.71146e-06,8.60324e-06,3.99944e-05,0.0001695,0.000646974,0.00220391,0.00666499,0.0178893,0.0428144,0.0921647,0.1804,0.325359,0.552563,1.00218,3.1556,16.547,71.9991
5.85372e-14,5.92385e-14,6.14422e-14,6.55752e-14,7.23548e-14,8.31126e-14,1.00285e-13,1.28515e-13,1.77511e-13,2.6856e-13,4.53158e-13,8.68891e-13,1.92218e-12,4.95449e-12,1.4895e-11,5.17252e-11,2.03568e-10,8.8557e-10,4.14157e-09,2.02543e-08,1.0093e-07,5.00474e-07,2.41678e-06,1.11452e-05,4.82121e-05,0.000192564,0.000700483,0.00229615,0.00673856,0.0176706,0.0415385,0.088183,0.170798,0.30514,0.509013,0.806418,1.33319,3.58859,17.5928,74.7607
1.97483e-12,1.99713e-12,2.06692e-12,2.19716e-12,2.4089e-12,2.74126e-12,3.26373e-12,4.10556e-12,5.52814e-12,8.08116e-12,1.30272e-11,2.35362e-11,4.82854e-11,1.13458e-10,3.05857e-10,9.38944e-10,3.23172e-09,1.22087e-08,4.93824e-08,2.0843e-07,8.95345e-07,3.82377e-06,1.58868e-05,6.29577e-05,0.000233762,0.000801003,0.00250214,0.00706677,0.0179856,0.0413042,0.0860997,0.164373,0.290416,0.479697,0.748731,1.11925,1.72296,4.06893,18.5685,77.327
5.5749e-11,5.63388e-11,5.81717e-11,6.1577e-11,6.7064e-11,7.55824e-11,8.87669e-11,1.09585e-10,1.43856e-10,2.03285e-10,3.13449e-10,5.34812e-10,1.02112e-09,2.19814e-09,5.3451e-09,1.45969e-08,4.41887e-08,1.4561e-07,5.10844e-07,1.86319e-06,6.89884e-06,2.53488e-05,9.04749e-05,0.000307684,0.000980063,0.00288439,0.00776552,0.0190236,0.0424,0.0863181,0.161716,0.281418,0.459348,0.709485,1.04644,1.48952,2.16687,4.59289,19.4979,79.7177
1.31765e-09,1.33058e-09,1.37048e-09,1.44429e-09,1.56213e-09,1.74302e-09,2.01871e-09,2.44529e-09,3.12933e-09,4.27622e-09,6.3124e-09,1.01889e-08,1.81549e-08,3.59419e-08,7.92077e-08,1.93399e-07,5.17412e-07,1.49305e-06,4.55591e-06,1.43818e-05,4.59283e-05,0.00014519,0.000445152,0.00129984,0.00355889,0.00903338,0.0211053,0.0452833,0.0894501,0.16358,0.279145,0.448397,0.683839,0.997364,1.40166,1.9139,2.65937,5.15526,20.3951,81.9513
2.6065e-08,2.62994e-08,2.70174e-08,2.83397e-08,3.04333e-08,3.36086e-08,3.83729e-08,4.55965e-08,5.68816e-08,7.51817e-08,1.06322e-07,1.62573e-07,2.70935e-07,4.94802e-07,9.91994e-07,2.17464e-06,5.1627e-06,1.30925e-05,3.48453e-05,9.5396e-05,0.000263133,0.000716586,0.00189055,0.00475368,0.0112408,0.0247851,0.0507449,0.0964988,0.171171,0.284943,0.448496,0.672551,0.967761,1.34392,1.81218,2.3881,3.19475,5.75063,21.2688,84.0452
4.30917e-07,4.34412e-07,4.45071e-07,4.6457e-07,4.95197e-07,5.41082e-07,6.08879e-07,7.09541e-07,8.62789e-07,1.10321e-06,1.49558e-06,2.16884e-06,3.3868e-06,5.72043e-06,1.04664e-05,2.06738e-05,4.37121e-05,9.77552e-05,0.00022761,0.000541856,0.00129424,0.00304517,0.00694002,0.0151092,0.0310929,0.0601485,0.109209,0.186489,0.301013,0.461908,0.678238,0.958886,1.31279,1.74802,2.27476,2.90748,3.76764,6.37407,22.1249,86.0156
5.93824e-06,5.98109e-06,6.11033e-06,6.34573e-06,6.71221e-06,7.25495e-06,8.04432e-06,9.19186e-06,1.08944e-05,1.34788e-05,1.75263e-05,2.41302e-05,3.53667e-05,5.53737e-05,9.27288e-05,0.000165583,0.000312908,0.000619278,0.0012659,0.00263004,0.00546156,0.0111565,0.0221022,0.0420053,0.0760015,0.130554,0.212994,0.330996,0.492366,0.704497,0.974692,1.31025,1.71889,2.20745,2.78578,3.46767,4.37345,7.02158,22.9677,87.8777
6.79252e-05,6.83509e-05,6.96206e-05,7.19254e-05,7.54829e-05,8.06893e-05,8.81399e-05,9.87448e-05,0.000114078,0.000136609,0.000170485,0.000223098,0.00030741,0.000447184,0.000687346,0.00111329,0.00188737,0.00331909,0.00598281,0.0109015,0.0197965,0.0353598,0.0614331,0.103014,0.165912,0.256479,0.381111,0.545962,0.757219,1.02059,1.342,1.72774,2.1849,2.7196,3.3418,4.06498,5.00858,7.69022,23.8008,89.646
0.000640929,0.000644302,0.000654304,0.000672373,0.000699968,0.000739938,0.000796197,0.0008746,0.000985103,0.00114231,0.00136936,0.00170539,0.00221333,0.0029989,0.00424417,0.00625884,0.00956063,0.0150145,0.0240028,0.0386163,0.0618154,0.0974748,0.150204,0.225096,0.327175,0.461513,0.632902,0.845848,1.10529,1.41576,1.78248,2.2113,2.70921,3.28197,3.93997,4.69659,5.67057,8.37822,24.6276,91.3341
0.00494415,0.00496531,0.00502667,0.00513785,0.00530583,0.0055463,0.00587951,0.00633392,0.00695845,0.00781921,0.00901423,0.010702,0.0131126,0.0165982,0.0217111,0.0292856,0.0405302,0.0572099,0.0817304,0.117141,0.167042,0.235378,0.326078,0.443029,0.589565,0.769317,0.985788,1.24243,1.54369,1.89357,2.29715,2.76029,3.29025,3.89259,4.57833,5.3608,6.35814,9.08497,25.4514,92.955
0.0307826,0.0308831,0.0311697,0.0316879,0.0324656,0.0335642,0.0350637,0.0370636,0.0397471,0.0433331,0.0481217,0.0545889,0.0633382,0.075198,0.0913606,0.1134,0.143222,0.183272,0.236343,0.305323,0.393028,0.50214,0.635011,0.794178,0.98163,1.20039,1.45355,1.74426,2.07711,2.45606,2.88635,3.37409,3.92696,4.55034,5.25596,6.05707,7.07123,9.81102,26.2762,94.5215
0.151897,0.152254,0.153197,0.154942,0.157525,0.161142,0.166007,0.172343,0.180656,0.191439,0.205306,0.223271,0.246371,0.275843,0.313382,0.360888,0.420042,0.492904,0.58141,0.687101,0.81132,0.955573,1.12131,1.31085,1.5258,1.76955,2.04542,2.35663,2.70827,3.10433,3.55028,4.05251,4.61908,5.25515,5.97311,6.78606,7.81094,10.558,27.1062,96.0455
0.579136,0.579999,0.581922,0.585719,0.591296,0.59905,0.609312,0.622318,0.639066,0.660215,0.68642,0.719203,0.759523,0.808256,0.866914,0.936882,1.01848,1.11288,1.22122,1.34428,1.48309,1.63942,1.81502,2.01293,2.23477,2.48458,2.76594,3.08209,3.43854,3.83914,4.28948,4.79613,5.36742,6.00812,6.73123,7.54961,8.57951,11.3286,27.9463,97.5389
1.64957,1.6508,1.65227,1.65653,1.66233,1.67056,1.68138,1.6944,1.71109,1.73178,1.75642,1.78688,1.82337,1.86579,1.91555,1.97406,2.0408,2.11765,2.20678,2.30974,2.42833,2.5652,2.72241,2.90363,3.11006,3.34616,3.61549,3.92102,4.26846,4.66134,5.10517,5.60652,6.17393,6.81159,7.53304,8.35078,9.38033,12.1265,28.8017,99.0132
3.38798,3.38889,3.38681,3.38665,3.38571,3.38514,3.38463,3.3825,3.38085,3.37923,3.37664,3.37578,3.37646,3.37807,3.38329,3.39495,3.41269,3.44014,3.48099,3.53744,3.6116,3.70665,3.82467,3.96991,4.14301,4.34889,4.59112,4.87228,5.19829,5.5722,5.99941,6.4864,7.0418,7.66916,8.38245,9.19377,10.2178,12.9564,29.6785,100.48
5.04116,5.04214,5.03782,5.03615,5.03283,5.02886,5.02421,5.01619,5.00759,4.99769,4.98452,4.97181,4.95866,4.9434,4.92887,4.91799,4.90876,4.90497,4.91072,4.92841,4.96074,5.01214,5.08568,5.18724,5.31763,5.48304,5.6876,5.93387,6.2283,6.57365,6.97527,7.43961,7.97548,8.58566,9.28463,10.084,11.0976,13.824,30.5833,101.95
6.32664,6.32836,6.32722,6.3289,6.33134,6.3356,6.34134,6.34545,6.35173,6.35911,6.36489,6.3732,6.38199,6.38762,6.39186,6.3963,6.3961,6.39404,6.39362,6.39679,6.40629,6.4277,6.4652,6.52692,6.61464,6.73662,6.89847,7.10341,7.35906,7.66831,8.03682,8.4712,8.98066,9.56722,10.2459,11.0279,12.0262,14.736,31.5233,103.436
7.92899,7.93017,7.92728,7.927,7.92552,7.92521,7.92532,7.92208,7.91993,7.91815,7.91351,7.91183,7.91143,7.90881,7.90708,7.90882,7.90784,7.9063,7.90622,7.90697,7.90873,7.91559,7.93078,7.9634,8.01547,8.09758,8.21711,8.37857,8.59152,8.85951,9.18905,9.58735,10.0642,10.6211,11.2739,12.0332,13.0113,15.7,32.5068,104.948
9.45257,9.45375,9.45137,9.45161,9.4519,9.45338,9.456,9.45496,9.45575,9.45711,9.45523,9.45657,9.45904,9.45807,9.45722,9.45966,9.45852,9.45652,9.45663,9.45747,9.45762,9.45943,9.46382,9.47904,9.50574,9.55567,9.63762,9.7575,9.92712,10.1513,10.4378,10.7952,11.2341,11.7559,12.3774,13.1088,14.0618,16.7247,33.5427,106.498
