SPACE_POINTS
-9.53674e-07,0.380572,0.748162,1.10326,1.44636,1.77791,2.09836,2.40815,2.70769,2.99739,3.27763,3.54881,3.81127,4.06539,4.31149,4.54991,4.78098,5.00501,5.22229,5.43313,5.6378,5.83658,6.02974,6.21755,6.40025,6.57809,6.75131,6.92015,7.08483,7.24558,7.40261,7.55613,7.70635,7.85348,7.99771,8.13924,8.27826,8.41496,8.54951,8.68211,8.81293,8.94214,9.06993,9.19646,9.32191,9.44644,9.57023,9.69343,9.81623,9.93877,10.0612,10.1838,10.3066,10.4298,10.5536,10.6781,10.8035,10.9301,11.0579,11.1871,11.3179,11.4505,11.585,11.7217,11.8608,12.0023,12.1465,12.2936,12.4439,12.5974,12.7544,12.9152,13.0798,13.2487,13.4219,13.5998,13.7825,13.9703,14.1634,14.3622,14.5669,14.7777,14.995,15.219,15.4501,15.6885,15.9346,16.1887,16.4512,16.7224,17.0026,17.2923,17.5919,17.9016,18.2221,18.5536,18.8967,19.2518,19.6194,20
TIME_POINTS
0,0.010101,0.020202,0.030303,0.040404,0.050505,0.0606061,0.0707071,0.0808081,0.0909091,0.10101,0.111111,0.121212,0.131313,0.141414,0.151515,0.161616,0.171717,0.181818,0.191919,0.20202,0.212121,0.222222,0.232323,0.242424,0.252525,0.262626,0.272727,0.282828,0.292929,0.30303,0.313131,0.323232,0.333333,0.343434,0.353535,0.363636,0.373737,0.383838,0.393939,0.40404,0.414141,0.424242,0.434343,0.444444,0.454545,0.464646,0.474747,0.484848,0.494949,0.50505,0.515152,0.525253,0.535354,0.545455,0.555556,0.565657,0.575758,0.585859,0.59596,0.606061,0.616162,0.626263,0.636364,0.646465,0.656566,0.666667,0.676768,0.686869,0.69697,0.707071,0.717172,0.727273,0.737374,0.747475,0.757576,0.767677,0.777778,0.787879,0.79798,0.808081,0.818182,0.828283,0.838384,0.848485,0.858586,0.868687,0.878788,0.888889,0.89899,0.909091,0.919192,0.929293,0.939394,0.949495,0.959596,0.969697,0.979798,0.989899,1
VALUES
nan,0,0,0,0,0,1.25072e-07,2.01046e-07,1.11882e-06,8.00323e-06,3.84172e-05,0.000142585,0.000427068,0.00108227,0.00240002,0.00477451,0.00868809,0.0146788,0.0233009,0.0350888,0.0505184,0.0699802,0.0937681,0.122068,0.154967,0.192458,0.234464,0.280854,0.331465,0.386124,0.444671,0.506971,0.572938,0.642543,0.71255,0.787667,0.864554,0.943056,1.02652,1.10933,1.19435,1.28132,1.37006,1.46043,1.55235,1.64576,1.74063,1.83694,1.93471,2.03395,2.13471,2.23703,2.34097,2.44661,2.55402,2.66329,2.77451,2.88779,3.00324,3.12097,3.24111,3.36378,3.48912,3.61727,3.74837,3.88258,4.02005,4.16095,4.30545,4.45372,4.60593,4.76228,4.92296,5.08816,5.25809,5.43296,5.613,5.79841,5.98944,6.18633,6.38933,6.5987,6.81469,7.0376,7.2677,7.50528,7.75067,8.00418,8.26613,8.53687,8.81676,9.10616,9.40546,9.71505,10.0353,10.3668,10.7098,11.0648,11.4323,11.8128
nan,0,0,0,0,0,1.25072e-07,-8.99753e-08,9.41915e-07,7.06374e-06,3.42982e-05,0.000129038,0.000390418,0.000999568,0.00223522,0.00447837,0.00820025,0.0139286,0.0222149,0.033592,0.0485398,0.0674584,0.0906504,0.118315,0.150549,0.187358,0.228677,0.274379,0.32431,0.378297,0.436183,0.497831,0.56315,0.632106,0.701552,0.776261,0.852749,0.930881,1.0139,1.09627,1.1809,1.26752,1.35595,1.44604,1.5377,1.63088,1.72553,1.82164,1.91923,2.01831,2.11892,2.2211,2.32493,2.43046,2.53777,2.64695,2.75809,2.87131,2.9867,3.10437,3.22447,3.3471,3.47241,3.60053,3.73161,3.86581,4.00327,4.14416,4.28865,4.43692,4.58913,4.74549,4.90617,5.07138,5.24132,5.4162,5.59625,5.78167,5.97272,6.16962,6.37263,6.58201,6.79802,7.02094,7.25105,7.48865,7.73404,7.98756,8.24952,8.52027,8.80016,9.08957,9.38887,9.69847,10.0188,10.3502,10.6932,11.0482,11.4157,11.7963
nan,0,0,0,0,0,1.25072e-07,1.08973e-07,6.09592e-07,6.32693e-06,3.08048e-05,0.000116336,0.000356848,0.000921847,0.00207862,0.00419608,0.00773129,0.0132043,0.0211608,0.0321336,0.046606,0.0649855,0.0875852,0.114615,0.146185,0.182313,0.222941,0.267954,0.3172,0.370514,0.427736,0.488727,0.553395,0.621701,0.690553,0.764856,0.840942,0.918699,1.00129,1.08322,1.16745,1.25372,1.34182,1.43162,1.52302,1.61596,1.71039,1.80631,1.90372,2.00263,2.10309,2.20514,2.30884,2.41426,2.52147,2.63057,2.74164,2.85478,2.97011,3.08774,3.20778,3.33038,3.45565,3.58375,3.71481,3.84899,3.98644,4.12732,4.27181,4.42008,4.57229,4.72865,4.88934,5.05456,5.22451,5.39941,5.57946,5.7649,5.95596,6.15288,6.3559,6.56529,6.78131,7.00424,7.23436,7.47197,7.71738,7.97091,8.23288,8.50363,8.78354,9.07295,9.37225,9.68186,10.0022,10.3336,10.6766,11.0316,11.3991,11.7797
nan,0,0,0,0,0,0,-1.81073e-07,7.71272e-07,5.11446e-06,2.70264e-05,0.000104961,0.000325069,0.000848598,0.00193077,0.00392623,0.00728098,0.0125052,0.0201393,0.0307135,0.0447163,0.0625618,0.0845727,0.11097,0.141877,0.177322,0.217258,0.261579,0.310138,0.362774,0.419328,0.479661,0.543676,0.61133,0.679554,0.753449,0.829132,0.906509,0.988682,1.07015,1.15399,1.23989,1.32768,1.41718,1.50832,1.60101,1.69522,1.79094,1.88816,1.98691,2.08722,2.18914,2.29272,2.39803,2.50514,2.61415,2.72514,2.83821,2.95348,3.07105,3.19105,3.31361,3.43885,3.56692,3.69797,3.83213,3.96957,4.11045,4.25493,4.40319,4.55542,4.71178,4.87248,5.0377,5.20767,5.38257,5.56264,5.74809,5.93917,6.13609,6.33913,6.54854,6.76457,6.98751,7.21764,7.45527,7.70069,7.95422,8.2162,8.48696,8.76687,9.05629,9.3556,9.66521,9.98551,10.3169,10.6599,11.015,11.3825,11.763
nan,0,0,0,0,0,0,1.64372e-07,6.12241e-07,4.57717e-06,2.39147e-05,9.39939e-05,0.000295718,0.00078031,0.0017907,0.00366936,0.0068491,0.0118311,0.0191489,0.0293324,0.0428714,0.0601872,0.0816122,0.10738,0.137625,0.172387,0.21163,0.255255,0.303124,0.355079,0.410961,0.470633,0.533993,0.600992,0.671645,0.742043,0.817318,0.894313,0.976081,1.05709,1.14051,1.22606,1.31351,1.40272,1.49359,1.58603,1.68002,1.77554,1.87258,1.97116,2.07132,2.1731,2.27655,2.38175,2.48876,2.59768,2.70859,2.8216,2.9368,3.05432,3.17428,3.2968,3.42201,3.55006,3.68108,3.81523,3.95266,4.09353,4.23801,4.38627,4.5385,4.69487,4.85557,5.02081,5.19078,5.3657,5.54578,5.73125,5.92233,6.11928,6.32233,6.53175,6.74779,6.97075,7.20089,7.43853,7.68395,7.9375,8.19949,8.47026,8.75018,9.0396,9.33892,9.64853,9.96884,10.3003,10.6433,10.9983,11.3658,11.7464
nan,0,0,0,0,0,0,-1.24691e-07,6.22504e-07,4.17328e-06,2.13506e-05,8.44178e-05,0.000268765,0.000716008,0.00165843,0.00342486,0.00643564,0.0111817,0.0181901,0.0279889,0.0410708,0.0578622,0.0787066,0.103847,0.133429,0.167508,0.206055,0.248983,0.296158,0.347429,0.402636,0.461643,0.524345,0.590688,0.660681,0.730635,0.805504,0.882111,0.963484,1.04402,1.12703,1.2122,1.29932,1.38823,1.47883,1.57103,1.66479,1.7601,1.85695,1.95537,2.05537,2.15701,2.26034,2.36543,2.47234,2.58117,2.692,2.80494,2.92008,3.03755,3.15747,3.27995,3.40513,3.53315,3.66415,3.79828,3.9357,4.07657,4.22105,4.36931,4.52154,4.67792,4.83863,5.00388,5.17386,5.34879,5.52889,5.71437,5.90547,6.10243,6.30549,6.51492,6.73098,6.95395,7.18411,7.42175,7.66719,7.92075,8.18274,8.45352,8.73345,9.02288,9.3222,9.63182,9.95213,10.2836,10.6266,10.9816,11.3491,11.7297
