SPACE_POINTS
0,0.010101,0.020202,0.030303,0.040404,0.050505,0.0606061,0.0707071,0.0808081,0.0909091,0.10101,0.111111,0.121212,0.131313,0.141414,0.151515,0.161616,0.171717,0.181818,0.191919,0.20202,0.212121,0.222222,0.232323,0.242424,0.252525,0.262626,0.272727,0.282828,0.292929,0.30303,0.313131,0.323232,0.333333,0.343434,0.353535,0.363636,0.373737,0.383838,0.393939,0.40404,0.414141,0.424242,0.434343,0.444444,0.454545,0.464646,0.474747,0.484848,0.494949,0.50505,0.515152,0.525253,0.535354,0.545455,0.555556,0.565657,0.575758,0.585859,0.59596,0.606061,0.616162,0.626263,0.636364,0.646465,0.656566,0.666667,0.676768,0.686869,0.69697,0.707071,0.717172,0.727273,0.737374,0.747475,0.757576,0.767677,0.777778,0.787879,0.79798,0.808081,0.818182,0.828283,0.838384,0.848485,0.858586,0.868687,0.878788,0.888889,0.89899,0.909091,0.919192,0.929293,0.939394,0.949495,0.959596,0.969697,0.979798,0.989899,1
TIME_POINTS
0,0.0575758,0.115152,0.172727,0.230303,0.287879,0.345455,0.40303,0.460606,0.518182,0.575758,0.633333,0.690909,0.748485,0.806061,0.863636,0.921212,0.978788,1.03636,1.09394,1.15152,1.20909,1.26667,1.32424,1.38182,1.43939,1.49697,1.55455,1.61212,1.6697,1.72727,1.78485,1.84242,1.9,1.95758,2.01515,2.07273,2.1303,2.18788,2.24545,2.30303,2.36061,2.41818,2.47576,2.53333,2.59091,2.64848,2.70606,2.76364,2.82121,2.87879,2.93636,2.99394,3.05152,3.10909,3.16667,3.22424,3.28182,3.33939,3.39697,3.45455,3.51212,3.5697,3.62727,3.68485,3.74242,3.8,3.85758,3.91515,3.97273,4.0303,4.08788,4.14545,4.20303,4.26061,4.31818,4.37576,4.43333,4.49091,4.54848,4.60606,4.66364,4.72121,4.77879,4.83636,4.89394,4.95151,5.00909,5.06667,5.12424,5.18182,5.23939,5.29697,5.35455,5.41212,5.4697,5.52727,5.58485,5.64242,5.7
VALUES
0,0.00999898,0.0197939,0.0293848,0.0387716,0.0479543,0.056933,0.0657076,0.0742781,0.0826446,0.0908071,0.0987654,0.10652,0.11407,0.121416,0.128558,0.135496,0.14223,0.14876,0.155086,0.161208,0.167126,0.17284,0.178349,0.183655,0.188756,0.193654,0.198347,0.202836,0.207122,0.211203,0.21508,0.218753,0.222222,0.225487,0.228548,0.231405,0.234058,0.236506,0.238751,0.240792,0.242628,0.244261,0.245689,0.246914,0.247934,0.24875,0.249362,0.24977,0.249974,0.249974,0.24977,0.249362,0.24875,0.247934,0.246914,0.245689,0.244261,0.242628,0.240792,0.238751,0.236506,0.234058,0.231405,0.228548,0.225487,0.222222,0.218753,0.21508,0.211203,0.207122,0.202836,0.198347,0.193654,0.188756,0.183655,0.178349,0.172839,0.167126,0.161208,0.155086,0.14876,0.14223,0.135496,0.128558,0.121416,0.11407,0.10652,0.0987654,0.0908071,0.0826446,0.0742782,0.0657076,0.056933,0.0479543,0.0387715,0.0293847,0.0197939,0.00999899,0
-0.0132599,0.00139169,0.0158392,0.0300826,0.044122,0.0579573,0.0715886,0.0850158,0.0982389,0.111258,0.124073,0.136684,0.149091,0.161294,0.173292,0.185087,0.196678,0.208064,0.219247,0.230225,0.241,0.25157,0.261936,0.272099,0.282057,0.291811,0.301361,0.310707,0.319849,0.328787,0.33752,0.34605,0.354376,0.362498,0.370415,0.378128,0.385638,0.392943,0.400044,0.406942,0.413635,0.420124,0.426409,0.43249,0.438366,0.444039,0.449508,0.454773,0.459833,0.46469,0.469343,0.473791,0.478036,0.482076,0.485912,0.489545,0.492973,0.496197,0.499217,0.502033,0.504645,0.507053,0.509257,0.511257,0.513052,0.514644,0.516031,0.517215,0.518194,0.51897,0.519541,0.519909,0.520072,0.520031,0.519786,0.519337,0.518684,0.517827,0.516766,0.515501,0.514032,0.512358,0.510481,0.508399,0.506114,0.503624,0.500931,0.498033,0.494932,0.491626,0.488116,0.484402,0.480484,0.476362,0.472036,0.467506,0.462772,0.457834,0.452692,0.447346
-0.0530395,-0.0337353,-0.0146353,0.00426076,0.0229527,0.0414406,0.0597245,0.0778043,0.09568,0.113352,0.130819,0.148083,0.165142,0.181997,0.198649,0.215096,0.231339,0.247379,0.263214,0.278845,0.294272,0.309495,0.324514,0.339328,0.353939,0.368346,0.382548,0.396547,0.410341,0.423932,0.437318,0.4505,0.463478,0.476252,0.488822,0.501188,0.51335,0.525308,0.537062,0.548611,0.559957,0.571099,0.582036,0.59277,0.603299,0.613624,0.623746,0.633663,0.643376,0.652885,0.66219,0.671291,0.680188,0.688881,0.69737,0.705655,0.713736,0.721612,0.729284,0.736753,0.744018,0.751078,0.757934,0.764587,0.771035,0.77728,0.78332,0.789156,0.794788,0.800216,0.80544,0.81046,0.815276,0.819887,0.824295,0.828498,0.832498,0.836293,0.839885,0.843272,0.846455,0.849435,0.85221,0.854781,0.857148,0.859311,0.86127,0.863025,0.864576,0.865924,0.867067,0.868006,0.868741,0.869272,0.869599,0.869722,0.869641,0.869356,0.868866,0.868173
-0.119339,-0.0953821,-0.0716295,-0.0480809,-0.0247364,-0.00159593,0.0213405,0.0440727,0.066601,0.0889252,0.111045,0.132961,0.154674,0.176182,0.197485,0.218585,0.239481,0.260172,0.28066,0.300944,0.321023,0.340899,0.36057,0.380038,0.399301,0.41836,0.437215,0.455866,0.474313,0.492556,0.510595,0.52843,0.546061,0.563487,0.580709,0.597728,0.614542,0.631152,0.647558,0.66376,0.679758,0.695552,0.711142,0.726528,0.741709,0.756687,0.771461,0.786031,0.800397,0.814559,0.828517,0.84227,0.85582,0.869165,0.882306,0.895243,0.907977,0.920507,0.932832,0.944953,0.95687,0.968583,0.980092,0.991397,1.0025,1.01339,1.02409,1.03457,1.04486,1.05494,1.06482,1.07449,1.08396,1.09322,1.10228,1.11114,1.11979,1.12824,1.13648,1.14452,1.15236,1.15999,1.16742,1.17464,1.18166,1.18848,1.19509,1.2015,1.2077,1.2137,1.2195,1.22509,1.23048,1.23566,1.24064,1.24542,1.24999,1.25436,1.25852,1.26248
-0.212158,-0.183549,-0.155144,-0.126943,-0.0989455,-0.0711526,-0.0435637,-0.0161789,0.0110019,0.0379786,0.0647512,0.0913197,0.117684,0.143844,0.169801,0.195553,0.221102,0.246446,0.271586,0.296522,0.321254,0.345782,0.370106,0.394226,0.418142,0.441853,0.465361,0.488665,0.511764,0.534659,0.55735,0.579837,0.60212,0.624199,0.646074,0.667745,0.689212,0.710475,0.731533,0.752388,0.773039,0.793486,0.813728,0.833767,0.853602,0.873232,0.892658,0.91188,0.930898,0.949712,0.968322,0.986728,1.00493,1.02293,1.04072,1.05831,1.0757,1.09288,1.10986,1.12663,1.1432,1.15957,1.17573,1.19168,1.20744,1.22299,1.23833,1.25347,1.26841,1.28315,1.29768,1.312,1.32612,1.34004,1.35375,1.36726,1.38057,1.39367,1.40656,1.41926,1.43175,1.44403,1.45611,1.46799,1.47966,1.49113,1.50239,1.51346,1.52431,1.53496,1.54541,1.55566,1.5657,1.57553,1.58517,1.59459,1.60382,1.61284,1.62165,1.63027
-0.331497,-0.298235,-0.265178,-0.232324,-0.199675,-0.167229,-0.134988,-0.10295,-0.0711173,-0.0394882,-0.0080631,0.023158,0.0541752,0.0849883,0.115597,0.146002,0.176202,0.206199,0.235991,0.26558,0.294964,0.324145,0.353121,0.381893,0.410461,0.438825,0.466985,0.494941,0.522693,0.550241,0.577585,0.604725,0.631661,0.658393,0.68492,0.711244,0.737363,0.763278,0.78899,0.814498,0.839801,0.8649,0.889795,0.914485,0.938972,0.963254,0.987333,1.01121,1.03488,1.05835,1.08161,1.10467,1.12752,1.15017,1.17262,1.19486,1.2169,1.23873,1.26036,1.28179,1.30301,1.32403,1.34485,1.36546,1.38586,1.40606,1.42606,1.44586,1.46545,1.48483,1.50402,1.52299,1.54177,1.56034,1.5787,1.59686,1.61482,1.63258,1.65013,1.66747,1.68461,1.70155,1.71828,1.73481,1.75114,1.76726,1.78318,1.79889,1.8144,1.82971,1.84481,1.85971,1.8744,1.88889,1.90317,1.91725,1.93113,1.9448,1.95827,1.97153
