SPACE_POINTS
-9.53674e-07,0.380572,0.748162,1.10326,1.44636,1.77791,2.09836,2.40815,2.70769,2.99739,3.27763,3.54881,3.81127,4.06539,4.31149,4.54991,4.78098,5.00501,5.22229,5.43313,5.6378,5.83658,6.02974,6.21755,6.40025,6.57809,6.75131,6.92015,7.08483,7.24558,7.40261,7.55613,7.70635,7.85348,7.99771,8.13924,8.27826,8.41496,8.54951,8.68211,8.81293,8.94214,9.06993,9.19646,9.32191,9.44644,9.57023,9.69343,9.81623,9.93877,10.0612,10.1838,10.3066,10.4298,10.5536,10.6781,10.8035,10.9301,11.0579,11.1871,11.3179,11.4505,11.585,11.7217,11.8608,12.0023,12.1465,12.2936,12.4439,12.5974,12.7544,12.9152,13.0798,13.2487,13.4219,13.5998,13.7825,13.9703,14.1634,14.3622,14.5669,14.7777,14.995,15.219,15.4501,15.6885,15.9346,16.1887,16.4512,16.7224,17.0026,17.2923,17.5919,17.9016,18.2221,18.5536,18.8967,19.2518,19.6194,20
TIME_POINTS
0,0.010101,0.020202,0.030303,0.040404,0.050505,0.0606061,0.0707071,0.0808081,0.0909091,0.10101,0.111111,0.121212,0.131313,0.141414,0.151515,0.161616,0.171717,0.181818,0.191919,0.20202,0.212121,0.222222,0.232323,0.242424,0.252525,0.262626,0.272727,0.282828,0.292929,0.30303,0.313131,0.323232,0.333333,0.343434,0.353535,0.363636,0.373737,0.383838,0.393939,0.40404,0.414141,0.424242,0.434343,0.444444,0.454545,0.464646,0.474747,0.484848,0.494949,0.50505,0.515152,0.525253,0.535354,0.545455,0.555556,0.565657,0.575758,0.585859,0.59596,0.606061,0.616162,0.626263,0.636364,0.646465,0.656566,0.666667,0.676768,0.686869,0.69697,0.707071,0.717172,0.727273,0.737374,0.747475,0.757576,0.767677,0.777778,0.787879,0.79798,0.808081,0.818182,0.828283,0.838384,0.848485,0.858586,0.868687,0.878788,0.888889,0.89899,0.909091,0.919192,0.929293,0.939394,0.949495,0.959596,0.969697,0.979798,0.989899,1
VALUES
0,7.66638e-16,1.24227e-13,7.49343e-12,2.33441e-10,4.35849e-09,5.34256e-08,4.58969e-07,2.90988e-06,1.42197e-05,5.56167e-05,0.00017996,0.000495818,0.00119246,0.00255705,0.00497681,0.00892401,0.0149266,0.0235311,0.0352644,0.0506005,0.0699364,0.0935766,0.121728,0.154501,0.191918,0.233925,0.280405,0.33119,0.386078,0.44484,0.507235,0.573018,0.641945,0.713783,0.788309,0.865317,0.944619,1.02605,1.10946,1.19471,1.28171,1.37036,1.4606,1.55237,1.64563,1.74037,1.83658,1.93427,2.03347,2.1342,2.23652,2.34048,2.44615,2.5536,2.66292,2.77421,2.88755,3.00306,3.12086,3.24106,3.36379,3.48919,3.61739,3.74855,3.88281,4.02032,4.16126,4.3058,4.45409,4.60634,4.76271,4.92341,5.08863,5.25857,5.43346,5.61349,5.79891,5.98995,6.18684,6.38984,6.59919,6.81518,7.03808,7.26817,7.50574,7.75112,8.0046,8.26653,8.53725,8.8171,9.10647,9.40573,9.71528,10.0355,10.3669,10.7098,11.0648,11.4322,11.8127
0,6.15257e-16,1.01045e-13,6.17864e-12,1.95137e-10,3.69349e-09,4.58889e-08,3.99433e-07,2.56449e-06,1.26815e-05,5.015e-05,0.000163915,0.000455748,0.00110508,0.00238696,0.00467583,0.00843234,0.0141757,0.0224477,0.0337746,0.0486343,0.0674306,0.0904774,0.117992,0.150097,0.186826,0.228136,0.273918,0.324013,0.378225,0.436332,0.498097,0.563276,0.631631,0.702926,0.776941,0.85347,0.932326,1.01334,1.09636,1.18126,1.26792,1.35627,1.44622,1.53773,1.63075,1.72528,1.82129,1.9188,2.01783,2.11841,2.2206,2.32444,2.43,2.53735,2.64658,2.75779,2.87106,2.98651,3.10426,3.22441,3.34711,3.47247,3.60065,3.73179,3.86603,4.00353,4.14447,4.28899,4.43729,4.58953,4.74591,4.90662,5.07184,5.2418,5.41669,5.59674,5.78218,5.97322,6.17013,6.37313,6.58251,6.79851,7.02141,7.25151,7.4891,7.73449,7.98798,8.24992,8.52064,8.80051,9.08988,9.38915,9.6987,10.019,10.3503,10.6933,11.0482,11.4157,11.7961
0,4.92266e-16,8.19494e-14,5.08027e-12,1.62682e-10,3.12199e-09,3.93205e-08,3.46832e-07,2.25531e-06,1.12875e-05,4.51386e-05,0.000149053,0.00041828,0.00102269,0.0022254,0.00438807,0.00795959,0.0134501,0.0213961,0.0323231,0.0467121,0.0649734,0.0874304,0.114311,0.145749,0.18179,0.2224,0.267481,0.316883,0.370415,0.427862,0.488991,0.553562,0.621338,0.692086,0.765585,0.84163,0.920033,1.00062,1.08325,1.16779,1.25412,1.34215,1.43182,1.52307,1.61585,1.71015,1.80596,1.90329,2.00215,2.10259,2.20464,2.30835,2.4138,2.52106,2.6302,2.74133,2.85453,2.96992,3.08761,3.20773,3.33038,3.45572,3.58387,3.71498,3.84921,3.9867,4.12763,4.27215,4.42045,4.57269,4.72908,4.88979,5.05502,5.22499,5.39989,5.57995,5.7654,5.95646,6.15338,6.3564,6.56578,6.7818,7.00472,7.23483,7.47243,7.71782,7.97132,8.23327,8.50401,8.78388,9.07326,9.37253,9.68209,10.0023,10.3337,10.6767,11.0316,11.3991,11.7795
0,3.92635e-16,6.62636e-14,4.16519e-12,1.35254e-10,2.63203e-09,3.3609e-08,3.00457e-07,1.97909e-06,1.00264e-05,4.05522e-05,0.000135306,0.000383293,0.000945092,0.0020721,0.00411322,0.00750541,0.0127494,0.0203761,0.0309097,0.0448338,0.0625652,0.084436,0.110685,0.141457,0.176809,0.216718,0.261096,0.3098,0.362649,0.419431,0.479919,0.543877,0.611068,0.681262,0.75424,0.829796,0.907741,0.987904,1.07014,1.1543,1.24029,1.32802,1.4174,1.50838,1.60092,1.69499,1.7906,1.88775,1.98644,2.08672,2.18863,2.29222,2.39756,2.50472,2.61377,2.72482,2.83796,2.95329,3.07093,3.19099,3.31361,3.43891,3.56704,3.69813,3.83234,3.96983,4.11075,4.25527,4.40356,4.55581,4.7122,4.87292,5.03816,5.20814,5.38305,5.56313,5.74859,5.93966,6.13659,6.33963,6.54903,6.76505,6.98799,7.21811,7.45572,7.70112,7.95464,8.21659,8.48733,8.76721,9.0566,9.35588,9.66544,9.9857,10.3171,10.66,11.015,11.3825,11.7629
0,3.12173e-16,5.34162e-14,3.40492e-12,1.12134e-10,2.21305e-09,2.86546e-08,2.59663e-07,1.73282e-06,8.88768e-06,3.6362e-05,0.000122611,0.000350668,0.000872111,0.00192681,0.00385096,0.00706946,0.0120734,0.0193875,0.0295341,0.0429994,0.0602059,0.0814945,0.107114,0.137222,0.171885,0.211091,0.254763,0.302767,0.354928,0.41104,0.470882,0.53422,0.600821,0.670457,0.742908,0.817968,0.89545,0.975182,1.05701,1.14081,1.22645,1.31386,1.40295,1.49366,1.58595,1.67981,1.77521,1.87216,1.97069,2.07082,2.17259,2.27606,2.38128,2.48834,2.5973,2.70827,2.82134,2.93661,3.0542,3.17422,3.2968,3.42207,3.55017,3.68124,3.81544,3.95291,4.09383,4.23834,4.38664,4.53889,4.69529,4.85601,5.02126,5.19125,5.36618,5.54627,5.73174,5.92283,6.11977,6.32282,6.53223,6.74827,6.97122,7.20135,7.43898,7.68439,7.93791,8.19988,8.47063,8.75052,9.03991,9.33919,9.64876,9.96903,10.3004,10.6434,10.9983,11.3658,11.7463
0,2.4739e-16,4.29247e-14,2.77505e-12,9.26997e-11,1.85567e-09,2.43671e-08,2.23859e-07,1.51373e-06,7.86154e-06,3.25406e-05,0.000110907,0.000320292,0.000803558,0.00178926,0.00360098,0.0066514,0.0114216,0.0184299,0.0281963,0.0412088,0.0578957,0.0786062,0.1036,0.133044,0.167017,0.20552,0.248484,0.295784,0.347252,0.40269,0.46188,0.524594,0.590599,0.65967,0.731588,0.806148,0.883162,0.962457,1.04388,1.1273,1.2126,1.29968,1.38847,1.47891,1.57096,1.66459,1.75978,1.85655,1.9549,2.05487,2.1565,2.25985,2.36496,2.47191,2.58079,2.69168,2.80468,2.91989,3.03742,3.1574,3.27994,3.40518,3.53326,3.66431,3.79849,3.93596,4.07686,4.22138,4.36967,4.52193,4.67833,4.83907,5.00433,5.17433,5.34927,5.52937,5.71486,5.90596,6.10292,6.30598,6.51541,6.73146,6.95442,7.18457,7.4222,7.66762,7.92116,8.18313,8.45389,8.73379,9.02319,9.32248,9.63205,9.95232,10.2837,10.6267,10.9816,11.3491,11.7296
