SPACE_POINTS_X
50,51.5039,52.9672,54.3912,55.777,57.1258,58.4387,59.7168,60.9613,62.173,63.3531,64.5025,65.6222,66.7132,67.7763,68.8124,69.8224,70.8072,71.7675,72.7042,73.6181,74.5099,75.3804,76.2302,77.0602,77.8709,78.6632,79.4376,80.1947,80.9354,81.66,82.3693,83.0639,83.7442,84.411,85.0647,85.706,86.3352,86.9531,87.56,88.1565,88.7431,89.3202,89.8885,90.4482,91,91.5442,92.0814,92.6119,93.1363,93.6549,94.1682,94.6766,95.1806,95.6805,96.1768,96.67,97.1603,97.6483,98.1342,98.6187,99.1019,99.5845,100.067,100.549,101.032,101.515,102,102.486,102.975,103.466,103.96,104.457,104.958,105.463,105.973,106.488,107.008,107.534,108.066,108.605,109.152,109.706,110.268,110.838,111.418,112.007,112.607,113.217,113.838,114.47,115.115,115.772,116.442,117.127,117.825,118.539,119.268,120.013,120.775,121.554,122.351,123.167,124.003,124.858,125.734,126.632,127.552,128.496,129.463,130.454,131.471,132.515,133.586,134.684,135.812,136.97,138.159,139.379,140.633,141.921,143.243,144.602,145.999,147.433,148.908,150.423,151.981,153.582,155.228,156.92,158.659,160.448,162.288,164.179,166.124,168.125,170.183,172.299,174.476,176.715,179.018,181.388,183.826,186.333,188.913,191.568,194.299,197.109,200
SPACE_POINTS_Y
0,0.00225896,0.0045379,0.00685694,0.0092366,0.0116979,0.0142626,0.0169534,0.0197941,0.0228097,0.026027,0.0294743,0.0331822,0.0371834,0.0415133,0.0462101,0.0513154,0.0568744,0.0629361,0.0695541,0.076787,0.0846987,0.093359,0.102845,0.113239,0.124635,0.137133,0.150842,0.165885,0.182395,0.200517,0.220411,0.242254,0.266238,0.292575,0.321499,0.353265,0.388154,0.426473,0.468563,0.514794,0.565577,0.621359,0.682633,0.749942,0.823879,0.9051,0.994322,1.09233,1.2
VALUES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.141222,0.142952,0.144717,0.146559,0.148478,0.150495,0.152624,0.154886,0.157301,0.15989,0.162678,0.16569,0.168954,0.1725,0.17636,0.18057,0.185166,0.190189,0.195681,0.201689,0.208261,0.21545,0.223309,0.231896,0.241269,0.251491,0.262622,0.274726,0.287862,0.302091,0.317469,0.334045,0.351864,0.37096,0.391357,0.413067,0.436084,0.460388,0.485941,0.512682,0.54053,0.569384,0.599114,0.629568,0.660712,0.692861,0.701369,0.962055,-1.12143,51.5039
0.270137,0.274122,0.27811,0.282199,0.286398,0.290753,0.295303,0.300088,0.305154,0.310545,0.316311,0.322504,0.32918,0.3364,0.344228,0.352732,0.361988,0.372075,0.383078,0.395088,0.408201,0.42252,0.438154,0.455214,0.473818,0.494087,0.516144,0.54011,0.566109,0.594257,0.624664,0.657431,0.692646,0.730376,0.770668,0.813546,0.859002,0.906995,0.95745,1.01025,1.06523,1.12219,1.18089,1.241,1.30247,1.3664,1.3791,1.92447,-2.3415,52.9672
0.396505,0.402608,0.408715,0.414963,0.421369,0.428002,0.43492,0.442183,0.449857,0.45801,0.466715,0.47605,0.486096,0.496942,0.508684,0.521423,0.535269,0.550338,0.566757,0.584659,0.604186,0.62549,0.64873,0.674072,0.701688,0.731758,0.764462,0.799981,0.838496,0.88018,0.925196,0.973693,1.0258,1.08161,1.14121,1.20463,1.27185,1.34282,1.41742,1.49548,1.57677,1.66099,1.74777,1.83665,1.92751,2.0227,2.03576,2.87901,-3.29655,54.3912
0.52414,0.532266,0.540402,0.548722,0.557251,0.566079,0.575282,0.58494,0.595141,0.605973,0.617532,0.629919,0.643243,0.65762,0.673174,0.690038,0.708355,0.728279,0.749973,0.773613,0.799383,0.827483,0.858119,0.891509,0.927878,0.96746,1.01049,1.05721,1.10785,1.16265,1.2218,1.28551,1.35395,1.42726,1.50551,1.58877,1.67702,1.77017,1.8681,1.97056,2.07726,2.18782,2.30173,2.4184,2.53763,2.66345,2.67358,3.81804,-4.03637,55.777
0.655361,0.665441,0.675535,0.685855,0.696435,0.707384,0.718797,0.730773,0.743419,0.756844,0.771168,0.786514,0.803016,0.820817,0.840069,0.860936,0.883592,0.908226,0.935038,0.964243,0.996068,1.03075,1.06856,1.10974,1.15458,1.20337,1.25639,1.31393,1.37628,1.44373,1.51652,1.59491,1.67909,1.76924,1.86547,1.96784,2.07633,2.19085,2.31123,2.43719,2.56836,2.70426,2.8443,2.98774,3.13428,3.29,3.29451,4.73696,-4.6005,57.1258
0.791695,0.80367,0.815666,0.827927,0.840496,0.853503,0.867059,0.881283,0.8963,0.912241,0.929246,0.947461,0.967045,0.988165,1.011,1.03575,1.06261,1.0918,1.12357,1.15816,1.19585,1.23691,1.28164,1.33035,1.38338,1.44105,1.5037,1.57167,1.64531,1.72494,1.81086,1.90336,2.00269,2.10903,2.22252,2.34324,2.47118,2.60621,2.74815,2.89667,3.05133,3.21158,3.37672,3.54587,3.71865,3.90345,3.9002,5.63317,-5.02052,58.4387
0.934153,0.947974,0.961822,0.975972,0.990477,1.00549,1.02112,1.03753,1.05485,1.07324,1.09285,1.11385,1.13642,1.16076,1.18707,1.21557,1.24651,1.28012,1.31669,1.35649,1.39984,1.44705,1.49847,1.55445,1.61537,1.68159,1.75352,1.83154,1.91602,2.00736,2.10589,2.21194,2.32579,2.44765,2.5777,2.71602,2.86258,3.01727,3.17986,3.34999,3.52716,3.71075,3.89995,4.09375,4.29166,4.50468,4.49199,6.50543,-5.32183,59.7168
