SPACE_POINTS_X
-9.53674e-07,0.755533,1.46012,2.11763,2.7317,3.30571,3.84283,4.34601,4.81803,5.26149,5.67883,6.07236,6.44424,6.79653,7.13115,7.44997,7.75473,8.04711,8.32874,8.60115,8.86585,9.1243,9.37793,9.62812,9.87627,10.1237,10.3719,10.6221,10.8757,11.1342,11.3989,11.6713,11.9529,12.2453,12.55,12.8688,13.2035,13.5558,13.9276,14.3212,14.7385,15.182,15.654,16.1572,16.6943,17.2683,17.8824,18.5399,19.2445,20
SPACE_POINTS_Y
0,0.00414598,0.00840521,0.012894,0.0177351,0.0230606,0.029016,0.035764,0.043489,0.0524019,0.0627462,0.0748046,0.0889062,0.105436,0.124847,0.147668,0.174522,0.206144,0.243396,0.287298,0.339047,0.400057,0.471996,0.556828,0.65687,0.774855,0.914006,1.07813,1.27169,1.5
VALUES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.71698e-06,1.87871e-06,2.05248e-06,2.24796e-06,2.47173e-06,2.73454e-06,3.04983e-06,3.43559e-06,3.91618e-06,4.52511e-06,5.30944e-06,6.33601e-06,7.7014e-06,9.54728e-06,1.20844e-05,1.56308e-05,2.06738e-05,2.79699e-05,3.87114e-05,5.48186e-05,7.95059e-05,0.000118905,0.0001928,0.00062373,-0.00553359,0.0319001,-0.0945672,0.220366,-0.428488,0.755533
3.39516e-05,3.68451e-05,3.99338e-05,4.33841e-05,4.73052e-05,5.18755e-05,5.73131e-05,6.39061e-05,7.20376e-05,8.22262e-05,9.51872e-05,0.000111913,0.00013381,0.000162888,0.00020206,0.000255586,0.000329766,0.000433997,0.000582375,0.000796238,0.00110807,0.00156885,0.00227428,0.00393067,-0.00677514,0.067409,-0.172808,0.430383,-0.796392,1.46012
0.000275445,0.000296139,0.000318047,0.000342306,0.000369627,0.000401165,0.000438296,0.000482798,0.000536987,0.00060392,0.000687706,0.000793894,0.000930106,0.00110689,0.00133893,0.00164694,0.00206007,0.0026197,0.00338452,0.00443768,0.00589634,0.0079274,0.0107884,0.0156469,0.00333346,0.115108,-0.223487,0.640141,-1.0892,2.11763
0.00129937,0.00138407,0.001473,0.00157059,0.00167947,0.00180394,0.00194891,0.00212064,0.00232705,0.00257835,0.00288785,0.00327307,0.00375721,0.00437139,0.00515729,0.00617133,0.00748947,0.00921433,0.0114838,0.0144833,0.0184569,0.0237292,0.0307537,0.0411557,0.0302543,0.180163,-0.242327,0.854795,-1.30955,2.7317
0.00424216,0.00448074,0.00472928,0.0049999,0.00529932,0.00563854,0.0060299,0.00648865,0.00703372,0.00768884,0.00848429,0.00945858,0.0106617,0.0121582,0.0140318,0.0163919,0.0193801,0.0231808,0.0280301,0.0342324,0.04217,0.052325,0.065331,0.0832183,0.0760575,0.263681,-0.230361,1.07531,-1.46632,3.30571
0.0106974,0.0112172,0.0117552,0.012337,0.0129763,0.0136953,0.0145181,0.0154742,0.0165993,0.0179373,0.0195426,0.0214835,0.0238453,0.0267361,0.0302921,0.0346856,0.0401335,0.0469071,0.0553443,0.0658648,0.0789756,0.0952945,0.115599,0.142261,0.140336,0.36439,-0.191079,1.30059,-1.56962,3.84283
0.0224085,0.0233541,0.0243275,0.0253747,0.0265185,0.0277971,0.029251,0.0309283,0.032887,0.0351958,0.0379398,0.041222,0.0451696,0.0499394,0.0557238,0.0627613,0.0713438,0.0818259,0.0946382,0.110301,0.129421,0.152725,0.181096,0.217194,0.221293,0.479895,-0.12877,1.52884,-1.62897,4.34601
