SPACE_POINTS_X
50,51.0067,52.0134,53.0201,54.0268,55.0336,56.0403,57.047,58.0537,59.0604,60.0671,61.0738,62.0805,63.0872,64.094,65.1007,66.1074,67.1141,68.1208,69.1275,70.1342,71.1409,72.1477,73.1544,74.1611,75.1678,76.1745,77.1812,78.1879,79.1946,80.2013,81.2081,82.2148,83.2215,84.2282,85.2349,86.2416,87.2483,88.255,89.2617,90.2685,91.2752,92.2819,93.2886,94.2953,95.302,96.3087,97.3154,98.3221,99.3289,100.336,101.342,102.349,103.356,104.362,105.369,106.376,107.383,108.389,109.396,110.403,111.409,112.416,113.423,114.43,115.436,116.443,117.45,118.456,119.463,120.47,121.477,122.483,123.49,124.497,125.503,126.51,127.517,128.523,129.53,130.537,131.544,132.55,133.557,134.564,135.57,136.577,137.584,138.591,139.597,140.604,141.611,142.617,143.624,144.631,145.638,146.644,147.651,148.658,149.664,150.671,151.678,152.685,153.691,154.698,155.705,156.711,157.718,158.725,159.732,160.738,161.745,162.752,163.758,164.765,165.772,166.779,167.785,168.792,169.799,170.805,171.812,172.819,173.826,174.832,175.839,176.846,177.852,178.859,179.866,180.872,181.879,182.886,183.893,184.899,185.906,186.913,187.919,188.926,189.933,190.94,191.946,192.953,193.96,194.966,195.973,196.98,197.987,198.993,200
SPACE_POINTS_Y
0,0.0244898,0.0489796,0.0734694,0.0979592,0.122449,0.146939,0.171429,0.195918,0.220408,0.244898,0.269388,0.293878,0.318367,0.342857,0.367347,0.391837,0.416327,0.440816,0.465306,0.489796,0.514286,0.538776,0.563265,0.587755,0.612245,0.636735,0.661225,0.685714,0.710204,0.734694,0.759184,0.783674,0.808163,0.832653,0.857143,0.881633,0.906123,0.930612,0.955102,0.979592,1.00408,1.02857,1.05306,1.07755,1.10204,1.12653,1.15102,1.17551,1.2
VALUES
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.856934,0.402627,0.608565,0.503891,0.574697,0.528924,0.567706,0.543015,0.568046,0.552973,0.571267,0.561349,0.575583,0.568972,0.580343,0.576162,0.585353,0.583058,0.59054,0.589718,0.595829,0.596116,0.601125,0.602228,0.606405,0.608136,0.611717,0.613892,0.61701,0.619433,0.622222,0.624827,0.627616,0.631573,0.637773,0.60646,0.691541,0.544804,0.798016,0.418043,0.980791,0.188064,1.28858,-0.217975,1.85815,-1.06477,3.31314,-4.95142,50
1.15153,1.10752,0.979457,1.16572,1.0167,1.14014,1.05738,1.13098,1.08435,1.13324,1.10417,1.14036,1.12107,1.14938,1.13648,1.15916,1.15101,1.16936,1.16492,1.17988,1.17835,1.19057,1.19123,1.20126,1.20353,1.2119,1.21541,1.22259,1.22698,1.23323,1.23811,1.2437,1.24893,1.25451,1.26237,1.27545,1.21143,1.38358,1.08732,1.5975,0.83278,1.96448,0.371274,2.5822,-0.443589,3.7257,-2.14507,6.6552,-9.70473,52.0134
1.65701,1.62671,1.51207,1.709,1.53795,1.69589,1.5878,1.68989,1.6253,1.69603,1.65446,1.7078,1.67983,1.72189,1.7031,1.73691,1.72505,1.75248,1.74606,1.76845,1.76631,1.78464,1.78574,1.8008,1.80428,1.81686,1.82218,1.83297,1.8396,1.84901,1.85636,1.86478,1.87265,1.88099,1.89271,1.9133,1.81531,2.07627,1.62809,2.39836,1.24504,2.95053,0.551095,3.87927,-0.673461,5.59732,-3.22868,9.98015,-13.8349,53.0201
1.65701,2.35896,1.99842,2.24759,2.0664,2.24301,2.12139,2.24488,2.16681,2.25686,2.20455,2.27404,2.23823,2.29356,2.26934,2.31405,2.29874,2.33511,2.32689,2.35663,2.35401,2.37841,2.38003,2.40009,2.40485,2.42162,2.42879,2.4432,2.4521,2.46466,2.47451,2.48575,2.49627,2.50737,2.52289,2.55159,2.41847,2.76978,2.1676,3.20054,1.65561,3.93845,0.728901,5.17831,-0.904404,7.46795,-4.30389,13.2496,-17.392,53.0201
2.69518,2.67028,2.57,2.76873,2.60209,2.7833,2.65839,2.79673,2.70947,2.81624,2.75503,2.83951,2.79678,2.8648,2.83567,2.89094,2.8725,2.91763,2.90779,2.9448,2.9418,2.97221,2.97443,2.99947,3.00554,3.0265,3.03556,3.05357,3.06476,3.08048,3.09283,3.1069,3.12008,3.13392,3.15317,3.19054,3.02124,3.46423,2.7063,4.00396,2.0652,4.92777,0.905977,6.4779,-1.13343,9.33283,-5.3599,16.4356,-20.4615,55.0336
3.21255,3.1967,3.09669,3.29187,3.14206,3.31918,3.19841,3.34644,3.25364,3.37469,3.30637,3.40463,3.35592,3.436,3.40248,3.46797,3.44671,3.50039,3.48913,3.53327,3.53002,3.56637,3.56925,3.59925,3.60667,3.6318,3.64275,3.66437,3.67785,3.69673,3.7116,3.7285,3.74433,3.76089,3.7838,3.83037,3.62393,4.15974,3.24462,4.80853,2.47449,5.91804,1.08352,7.77676,-1.35779,11.1876,-6.38713,19.5189,-23.0977,56.0403
3.21255,3.91351,3.59244,3.81478,3.68548,3.8531,3.7407,3.89511,3.7995,3.93273,3.85897,3.9698,3.91606,4.00751,3.97015,4.04545,4.0217,4.0837,4.07121,4.12234,4.11896,4.16117,4.16478,4.19968,4.2085,4.23777,4.25064,4.27584,4.29164,4.31366,4.33105,4.35078,4.36926,4.38852,4.41501,4.47127,4.22685,4.85644,3.78297,5.6142,2.8841,6.90885,1.26263,9.07365,-1.57492,13.0283,-7.37731,22.4864,-25.334,56.0403
